Location,4/9/20,4/10/20,delta
"Bath, Virginia, US",0,0,0.00
"Bland, Virginia, US",0,0,0.00
"Dickenson, Virginia, US",0,0,0.00
"Essex, Virginia, US",0,0,0.00
"Fairfax City, Virginia, US",0,1,0.00
"Falls Church, Virginia, US",0,0,0.00
"Grayson, Virginia, US",0,0,0.00
"Highland, Virginia, US",0,0,0.00
"Martinsville, Virginia, US",0,0,0.00
"Norton, Virginia, US",0,0,0.00
"Out of VA, Virginia, US",0,0,0.00
"Patrick, Virginia, US",0,0,0.00
"Scott, Virginia, US",0,3,0.00
